Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","004","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","495.504343","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","004","Afghanistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-2.526962","E","Valeur estimée",""
"MK","Indicateurs macro","710","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6369.231608","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","710","Afrique du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.469019","E","Valeur estimée",""
"MK","Indicateurs macro","008","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5257.650696","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","008","Albanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","16.411324","E","Valeur estimée",""
"MK","Indicateurs macro","012","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4153.961485","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","012","Algérie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","3.126567","E","Valeur estimée",""
"MK","Indicateurs macro","276","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","47847.426197","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","276","Allemagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.760824","E","Valeur estimée",""
"MK","Indicateurs macro","020","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","41794.398572","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","020","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.274919","E","Valeur estimée",""
"MK","Indicateurs macro","024","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3289.643374","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","024","Angola","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-17.007854","E","Valeur estimée",""
"MK","Indicateurs macro","660","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","21889.590357","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","660","Anguilla","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","14.730184","E","Valeur estimée",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","16678.898744","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.398417","E","Valeur estimée",""
"MK","Indicateurs macro","682","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23337.019971","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","14.222738","E","Valeur estimée",""
"MK","Indicateurs macro","032","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11668.47239","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-19.576753","E","Valeur estimée",""
"MK","Indicateurs macro","051","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4220.534194","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","8.071874","E","Valeur estimée",""
"MK","Indicateurs macro","533","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","30253.577818","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","3.549305","E","Valeur estimée",""
"MK","Indicateurs macro","036","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","58596.826341","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","2.976387","E","Valeur estimée",""
"MK","Indicateurs macro","040","Autriche","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","51192.024455","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.084718","E","Valeur estimée",""
"MK","Indicateurs macro","031","Azerbaïdjan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4735.14288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","15.283489","E","Valeur estimée",""
"MK","Indicateurs macro","044","Bahamas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33289.983591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","3.868201","E","Valeur estimée",""
"MK","Indicateurs macro","048","Bahreïn","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23991.920463","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","048","Bahreïn","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","6.146055","E","Valeur estimée",""
"MK","Indicateurs macro","050","Bangladesh","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1670.796355","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.768264","E","Valeur estimée",""
"MK","Indicateurs macro","052","Barbade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","17872.181579","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","2.746409","E","Valeur estimée",""
"MK","Indicateurs macro","112","Bélarus","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6350.731855","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.694978","E","Valeur estimée",""
"MK","Indicateurs macro","056","Belgique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","47314.524698","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","8.057263","E","Valeur estimée",""
"MK","Indicateurs macro","084","Belize","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4927.194224","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","2.306812","E","Valeur estimée",""
"MK","Indicateurs macro","204","Bénin","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1241.824418","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","204","Bénin","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","12.287786","E","Valeur estimée",""
"MK","Indicateurs macro","060","Bermudes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","115117.725795","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","1.148255","E","Valeur estimée",""
"MK","Indicateurs macro","064","Bhoutan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3243.513335","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","064","Bhoutan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-0.142786","E","Valeur estimée",""
"MK","Indicateurs macro","068","Bolivie (État plurinational de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3548.590155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","068","Bolivie (État plurinational de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.408857","E","Valeur estimée",""
"MK","Indicateurs macro","070","Bosnie-Herzégovine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6072.24537","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","070","Bosnie-Herzégovine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.631672","E","Valeur estimée",""
"MK","Indicateurs macro","072","Botswana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8279.821655","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","072","Botswana","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.226363","E","Valeur estimée",""
"MK","Indicateurs macro","076","Brésil","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9151.381601","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","076","Brésil","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","-7.103462","E","Valeur estimée",""
"MK","Indicateurs macro","096","Brunéi Darussalam","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","31627.233053","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","096","Brunéi Darussalam","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.86285","E","Valeur estimée",""
"MK","Indicateurs macro","100","Bulgarie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9410.869005","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","100","Bulgarie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","12.095966","E","Valeur estimée",""
"MK","Indicateurs macro","854","Burkina Faso","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","813.09975","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","854","Burkina Faso","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","13.843926","E","Valeur estimée",""
"MK","Indicateurs macro","108","Burundi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","296.841911","X","Ciffre de sources internationales",""
